rest_id,zomato_url,name,city,area,rating,rating_count,telephone,cusine,cost_for_two,address,online_order,table_reservation,delivery_only,famous_food,longitude,latitude
78923,https://www.zomato.com/lucknow/khana-khazana-charbagh,Khana Khazana,Lucknow,Charbagh,3.0,0.0,011 61495118,"Mughlai, North Indian, Beverages",750.0,"289/68, Moti Nagar, Charbagh, Lucknow",True,False,False,Not available,80.944057703,26.886809060999997
78927,https://www.zomato.com/lucknow/imperial-grill-indira-nagar,Imperial Grill,Lucknow,Indira Nagar,3.9,90.0,+91 8601804012,"North Indian, Continental",1600.0,"Golden Blossom Imperial Resorts, Near Indira Canal, Faizabad Road, Lucknow",True,False,False,"Mutton Biryani , Veg Platter , Garlic Naan",81.0993314534,26.899298259000002
78941,https://www.zomato.com/lucknow/aditya-restaurant-charbagh,Aditya Restaurant,Lucknow,Charbagh,3.0,0.0,0522 4052900,North Indian,500.0,"Opposite SBI, Subash Marg, Charbagh, Lucknow",False,False,False,Not available,80.92101383949999,26.8347107013
78944,https://www.zomato.com/lucknow/high-point-hazratganj,High Point,Lucknow,Hazratganj,3.9,145.0,+91 7860215555,"Mughlai, North Indian",250.0,"Near Shukla Palace, Sapru Marg, Hazratganj, Lucknow",True,False,False,Not available,80.9487995133,26.8527902604
78955,https://www.zomato.com/lucknow/vm-sweet-house-1-kanpur-road,VM Sweet House,Lucknow,Kanpur Road,3.0,0.0,+91 9918290290 +91 8756992556,"Mithai, Fast Food",100.0,"Ramgarh Colony, Jai Jagat Park, Kanpur Road, Lucknow",False,False,False,Not available,0.0,0.0
78962,https://www.zomato.com/lucknow/mojo-mahanagar,Mojo,Lucknow,Mahanagar,3.6,158.0,0522 3533444 0522 4101198,"Mughlai, North Indian, Chinese, Fast Food, Italian",400.0,"B 108, Opposite Gold's Gym, Mahanagar, Lucknow",False,False,False,Mocktails,80.95729541029999,26.875881718600002
78971,https://www.zomato.com/lucknow/shukla-sweets-lalbagh,Shukla Sweets,Lucknow,Lalbagh,3.0,0.0,+91 9451088215,Desserts,250.0,"86, Near Old RTO Office, GB Marg, Lalbagh, Lucknow",False,False,False,Not available,80.9255675599,26.8405467804
78973,https://www.zomato.com/lucknow/southern-spices-aashiana,Southern Spices,Lucknow,Aashiana,3.7,110.0,+91 9839129216 +91 9519758774,"South Indian, North Indian, Chinese, Ice Cream",400.0,"Sector M-1 444, Aashiana Colony, Near Vishwanath Academy School, Aashiana, Lucknow",True,False,False,"Chinese Platter , Noodle , Masala Dosa",80.9101324528,26.777027809099998
78986,https://www.zomato.com/lucknow/student-tandoori-paratha-aliganj,Student Tandoori Paratha,Lucknow,Aliganj,3.0,0.0,+91 9919153655,"Chinese, North Indian",400.0,"UGF 76, Adarsh Complex, Above Indusind Atm, Engineering College Chauraha, Jankipuram, Aliganj, Lucknow",False,False,False,Not available,81.1270058155,25.8664932004
78989,https://www.zomato.com/lucknow/sandwichooz-nirala-nagar,Sandwichooz,Lucknow,Nirala Nagar,3.9,125.0,0522 4022493,"Sandwich, Fast Food",300.0,"Shop 8, Sinha Market, Nirala Nagar, Lucknow",True,False,False,"Cold Coffee , Chocolate Sandwich , Pizza",80.9412001446,26.8725495179
79003,https://www.zomato.com/lucknow/kolonels-kitchen-hazratganj,Kolonel's Kitchen,Lucknow,Hazratganj,3.0,0.0,+91 9115277773,"Mughlai, North Indian",500.0,"Rocky Villa, Mohan Meakin Road, Daliganj, Hazratganj, Lucknow",False,False,False,Not available,0.0,0.0
79006,https://www.zomato.com/lucknow/the-terrace-grill-la-place-sarovar-portico-hazratganj,The Terrace Grill - La Place Sarovar Portico,Lucknow,Hazratganj,4.2,125.0,080 45128591,"North Indian, Pizza",1500.0,"La Place Sarovar Portico, 6 Shahnajaf Road, Hazratgunj, Hazratganj, Lucknow",True,True,False,"Pizza , Galauti Kebab , Chicken Biryani , Dal Makhani , Butter Chicken , Jalebi , Moong Dal Halwa",80.9436074272,26.8532676602
79013,https://www.zomato.com/lucknow/maharaja-bakers-husain-ganj,Maharaja Bakers,Lucknow,Husain Ganj,3.0,0.0,+91 9450114088,Bakery,200.0,"Opposite Hanuman Mandir, Cantonment Road, Udayganj, Husain Ganj, Lucknow",False,False,False,Not available,80.9399787337,26.834983545
79022,https://www.zomato.com/lucknow/handi-fine-dine-and-family-restaurant-aliganj,Handi Fine Dine and Family Restaurant,Lucknow,Aliganj,3.8,85.0,+91 9140859653,"North Indian, Chinese",1000.0,"B-35, Sector-H, Beli Garad Chauraha Main Road, Aliganj, Lucknow",True,False,False,Mocktails,80.9435118735,26.8968622775
79028,https://www.zomato.com/lucknow/al-baike-5-aliganj,AL-Baike,Lucknow,Aliganj,3.0,0.0,+91 9628192315,Fast Food,300.0,"Shop 5-6, Dashauli Mod, Raees Plaza Near Integral University, Aliganj, Lucknow",False,False,False,Not available,80.9997034818,26.959552552399998
79038,https://www.zomato.com/lucknow/om-sai-bhojnalay-aliganj,Om Sai Bhojnalay,Lucknow,Aliganj,3.5,129.0,Not Available,North Indian,250.0,"Sector A, Aliganj, Lucknow",True,False,False,Not available,80.944862701,26.8832455875
79044,https://www.zomato.com/lucknow/ashirwad-paan-kaiserbagh,Ashirwad Paan,Lucknow,Kaiserbagh,3.0,0.0,+91 9140059392 +91 9140707286,Paan,100.0,"Lucknow Christian College, City Station Chouraha, Jagat Narayan Road, Kaiserbagh, Lucknow",False,False,False,Not available,0.0,0.0
79055,https://www.zomato.com/lucknow/cafe-underground-and-lounge-hazratganj,Cafe Underground And Lounge,Lucknow,Hazratganj,3.7,64.0,+91 9076555691 +91 9076555692,"Cafe, Fast Food",300.0,"43/15, Naval Kishor Road, Hazratganj, Lucknow",True,False,False,"Pizza , Pancakes , White Sauce Pasta , Honey Chilli Potatoes , Chilli Garlic Noodles",80.9452445805,26.8489688956
79060,https://www.zomato.com/lucknow/prem-tiffin-service-aashiana,Prem Tiffin Service,Lucknow,Aashiana,3.0,0.0,+91 7007214746,North Indian,150.0,"Near Telibagh, Near SGPGI, Aashiana, Lucknow",False,False,False,Not available,80.9500970319,26.7479633902
79066,https://www.zomato.com/lucknow/zafar-alam-muradabadi-chicken-biryani-aliganj,Zafar Alam Muradabadi Chicken Biryani,Lucknow,Aliganj,3.7,153.0,Not Available,Biryani,300.0,"Adarsh Complex, Engineering College Chauraha, Aliganj, Lucknow",True,False,False,Not available,80.94475608319999,26.910956575100002
79072,https://www.zomato.com/lucknow/mummy-ki-rasoi-aliganj,Mummy Ki Rasoi,Lucknow,Aliganj,3.0,0.0,+91 9580870633,North Indian,250.0,"B-1/176, Sector G, Aliganj, Lucknow",False,False,True,Not available,80.9459315613,26.900798931500002
79085,https://www.zomato.com/lucknow/baatla-house-1-indira-nagar,Baatla House,Lucknow,Indira Nagar,4.0,105.0,+91 9412811555 +91 9412811555,Beverages,200.0,921/7 setor-A,True,False,False,"Hot Chocolate , Mojito , Chocolate Shake , Strawberry Shake , Thick Shakes",80.9761030599,26.8772316775
79088,https://www.zomato.com/lucknow/the-lemon-tree-indira-nagar,The Lemon Tree,Lucknow,Indira Nagar,3.0,0.0,+91 9956569454,North Indian,350.0,shop no s 15/23-24 Near Hanuman Mandir C block Indira Nagar Lucknow,False,False,False,Not available,81.0248421505,26.864601126
79100,https://www.zomato.com/lucknow/gaia-nirala-nagar,Gaia,Lucknow,Nirala Nagar,3.0,0.0,+91 9889750007,"North Indian, Chinese, Continental",1200.0,"Hotel Cosmos, Near Durga Mandir, Raebareli Road, Near Nirala Nagar, Lucknow",False,False,False,Not available,80.940965116,26.8708600529
79104,https://www.zomato.com/lucknow/sunder-bakery-indira-nagar,Sunder Bakery,Lucknow,Indira Nagar,3.4,132.0,0522 2310479 0522 2348057,"Bakery, Desserts, Fast Food",400.0,"1st Floor Asha Deep Complex, Bhoothnath Market, Sector 5, Indira Nagar, Lucknow",False,False,False,Burgers,80.98195228729999,26.874031405300002
79114,https://www.zomato.com/lucknow/nirvana-cafe-fast-food-chinese-aashiana,Nirvana Cafe Fast Food & Chinese,Lucknow,Aashiana,3.0,0.0,+91 7769810093,"Fast Food, Chinese",200.0,"594/314, Near Om Dairy, Katehri Bagh, Cantt, Nilmatha Bazar, Vidya Nagar, NilMatha, Near Aashiana, Lucknow",False,False,False,Not available,80.9706893563,26.7897303793
79121,https://www.zomato.com/lucknow/foodie-restaurant-gomti-nagar,Foodie Restaurant,Lucknow,Gomti Nagar,3.6,93.0,+91 6390505050 +91 7706862250,"North Indian, South Indian, Mughlai, Continental",500.0,"1/1, Vardaan Khand, Gomti Nagar Extension, Gomti Nagar, Lucknow",True,False,False,Not available,81.0030599311,26.8411441927
79131,https://www.zomato.com/lucknow/cool-corner-chowk,Cool corner,Lucknow,Chowk,3.0,0.0,Not Available,Street Food,150.0,"Santoshi Mata Madir Crossing, Chowk, Lucknow",False,False,False,Not available,80.90921312569999,26.8659586968
79139,https://www.zomato.com/lucknow/lukjin-hyatt-regency-lucknow-gomti-nagar,Lukjin - Hyatt Regency Lucknow,Lucknow,Gomti Nagar,4.2,116.0,0522 4261120 +91 7991201449,"Chinese, Thai",2700.0,"1st Floor, Hyatt Regency, Gomti Nagar, Lucknow",False,False,False,Noodle,81.00866541270001,26.8675686787
79146,https://www.zomato.com/lucknow/maa-annapurna-restaurant-1-nishatganj,Maa Annapurna Restaurant,Lucknow,Nishatganj,3.0,0.0,+91 8887555694,"North Indian, South Indian, Indian",300.0,"Yadav Choraha, IIM Road, Near Sahara City Home, Lucknow",False,False,False,Not available,0.0,0.0
79158,https://www.zomato.com/lucknow/pandeys-shashwat-sweets-sadar-bazaar,Pandey's Shashwat Sweets,Lucknow,Sadar Bazaar,4.2,86.0,+91 8808851788,"Mithai, Street Food",200.0,"458, Cantonment Road, Purana Quilla, Khatkeyana, Sadar Bazaar, Lucknow",True,False,False,Not available,80.94162,26.832233000000002
79162,https://www.zomato.com/lucknow/ghar-ka-khana-aliganj,Ghar Ka Khana,Lucknow,Aliganj,3.0,0.0,+91 8090442836,North Indian,100.0,"Sector 3 Rd, Sector 3, Jankipuram Vistar, Lucknow",False,False,False,Not available,80.9382808954,26.933595257399997
79174,https://www.zomato.com/lucknow/burger-nest-charbagh,Burger Nest,Lucknow,Charbagh,4.1,119.0,+91 9519642999,Burger,300.0,"40, Bulandbagh, Jagat Narain Road, Charbagh, Lucknow",True,False,False,"Burgers , Coffee , Pasta , Cheese Grilled Sandwich",80.919341,26.857964000000003
79176,https://www.zomato.com/lucknow/presidency-inn-hazratganj,Presidency Inn,Lucknow,Hazratganj,3.0,0.0,+91 9839612031,"North Indian, Fast Food",350.0,"Uttam Palace, 13, Sapru Marg, Hazratganj, Lucknow",True,False,False,Not available,80.9454536,26.8534647
79190,https://www.zomato.com/lucknow/u-s-pizza-hazratganj,U.S.Pizza,Lucknow,Hazratganj,3.0,0.0,0522 6567757 +91 9936798351,"Pizza, Salad",500.0,"Shop no. 403, Food Court, Sahara Mall, Saharaganj, Hazratganj, Lucknow",False,False,False,Not available,0.0,0.0
79192,https://www.zomato.com/lucknow/apurva-foods-bakery-gomti-nagar,Apurva Foods & Bakery,Lucknow,Gomti Nagar,3.1,166.0,+91 9616050050,"North Indian, Chinese",250.0,"2/24, V3, Naya Gaon, Vibuti Khand, Gomti Nagar, Lucknow",True,False,False,Not available,81.00724722220001,26.873397222199998
79204,https://www.zomato.com/lucknow/mr-shawarma-khurram-nagar,Mr. Shawarma,Lucknow,Khurram Nagar,3.6,143.0,+91 9930611561,"Biryani, Fast Food",200.0,"Shop 14, Sector 3, Awas Vikas Market, Near Lekhraj Police Chowki, Khurram Nagar, Lucknow",True,False,False,"Shawarma , Chicken Biryani",80.958472,26.897725
79206,https://www.zomato.com/lucknow/banarsi-bhojnalay-aashiana,Banarsi Bhojnalay,Lucknow,Aashiana,3.0,0.0,+91 9250101909,North Indian,200.0,"Beside Sgpgi, Aashiana, Lucknow",False,False,False,Not available,80.949977003,26.7499843215
79219,https://www.zomato.com/lucknow/shrikanth-restaurant-rajajipuram,Shrikanth Restaurant,Lucknow,Rajajipuram,3.8,114.0,+91 7525855550,"South Indian, Chinese, Mughlai",300.0,"Near Mahadev Temple, Rajajipuram Road, Buddheshwar, Rajajipuram, Lucknow",True,False,False,"Kadhai Paneer , Matar Paneer",80.852716,26.8416548
79221,https://www.zomato.com/lucknow/shri-hari-paan-bhandar-chowk,Shri Hari Paan Bhandar,Lucknow,Chowk,3.0,4.0,+91 9795728889,Paan,150.0,"Gol Darwaza Chowk, Near Kotwali Chowk, Lucknow, Uttar Pradesh",False,False,False,Not available,80.9091024846,26.8655283077
79234,https://www.zomato.com/lucknow/the-kitchenette-gomti-nagar,The Kitchenette,Lucknow,Gomti Nagar,3.5,115.0,+91 6392688172,"North Indian, Continental, Chinese",800.0,"Opposite New High Court Gate No. 4, Faizabad Road, Lucknow, Uttar Pradesh.",True,False,False,Dal Makhani,81.01111762229999,26.8738884511
79240,https://www.zomato.com/lucknow/street-mazza-momo-nishatganj,Street Mazza Momo,Lucknow,Nishatganj,3.0,0.0,+91 9696405193,Momos,100.0,"Near Jashan Marriage Lawn, Bharat Nagar, Dudauli Marg, Situapur Road, Lucknow",False,False,False,Not available,0.0,0.0
79250,https://www.zomato.com/lucknow/roti-unlimited-kanpur-road,Roti Unlimited,Lucknow,Kanpur Road,3.7,111.0,0522 6673695,"North Indian, South Indian, Chinese",350.0,"Balaji Complex, Krishna Nagar, Kanpur Road, Lucknow",True,False,False,"Roti , Chilli Potatoes , Handi Paneer",80.892833,26.795917
79253,https://www.zomato.com/lucknow/jan-ahaar-aliganj,Jan Ahaar,Lucknow,Aliganj,3.0,0.0,+91 9005595467,"North Indian, Fast Food",350.0,"Behind Bharat Petrol Pump, Kursi Road, Lucknow",False,False,False,Not available,80.9598089755,26.9126008949
79267,https://www.zomato.com/lucknow/gale-regale-the-metropolitan-club-gomti-nagar,Gale Regale - The Metropolitan Club,Lucknow,Gomti Nagar,4.1,106.0,+91 9559309666 +91 9795536666,Finger Food,1800.0,"Metropolitan Club, CP 134, Near Sahara Hospital, Viraj Khand, Gomti Nagar, Lucknow",False,False,False,"Mocktails , Salad , Metropolitan Clubs , Biryani",81.026398,26.854882
79271,https://www.zomato.com/lucknow/wait-wait-city-nirala-nagar,Wait Wait City,Lucknow,Nirala Nagar,3.0,0.0,+91 8887798488,Chinese,300.0,"T 409, IT Crossing, Nirala Nagar, Lucknow",False,False,False,Not available,80.9387496114,26.871335581999997
79283,https://www.zomato.com/lucknow/house-of-waffles-gomti-nagar,House Of Waffles,Lucknow,Gomti Nagar,4.0,76.0,+91 7705882222,Desserts,250.0,"2/14, Patrkarpuram, Vinay Khand 3, Gomti Nagar, Lucknow",True,False,False,"Waffles , Brownie",81.0062685236,26.851961087600003
79287,https://www.zomato.com/lucknow/maa-chandrika-restaurant-aliganj,Maa Chandrika Restaurant,Lucknow,Aliganj,3.0,0.0,+91 7275080001,North Indian,350.0,"1/5, Kursi Road, Sector J, Jankipuram, Aliganj, Lucknow",False,False,False,Not available,80.9652863815,26.9203019719
79299,https://www.zomato.com/lucknow/the-9am-cafe-1-hazratganj,The 9AM Cafe,Lucknow,Hazratganj,3.5,95.0,Not Available,"Cafe, Continental, Fast Food",400.0,"66, Halwasiya Market, Hazratganj, Lucknow",False,False,False,"Coffee , White Sauce Pasta , Burgers , Nachos , Maggi",80.941738598,26.8506957796
79304,https://www.zomato.com/lucknow/esselates-al-bake-com-2-hazratganj,Esselate's Al-Bake.Com,Lucknow,Hazratganj,3.0,0.0,+91 7379505091,Mughlai,200.0,"UGF Shop no.1 Tej Point near leela Cinema, Hazratganj Lucknow",False,False,False,Not available,80.9430103,26.8495995
79313,https://www.zomato.com/lucknow/al-baike-8-chowk,Al-Baike,Lucknow,Chowk,3.9,116.0,919670798418,Fast Food,250.0,"Shop 5, 285/3, Turiyaganj Near Nakhas Chowk, Chowk, Lucknow",True,False,False,Not available,80.9041095525,26.85594507
79323,https://www.zomato.com/lucknow/spicy-affair-pure-veg-restaurant-hazratganj,Spicy Affair Pure Veg Restaurant,Lucknow,Hazratganj,3.0,0.0,+91 9919767345,North Indian,400.0,"Maqbara Road, Hazratganj, Lucknow",False,False,False,Not available,0.0,0.0
79329,https://www.zomato.com/lucknow/balle-balle-delhi-wale-soya-chaap-zone-gomti-nagar,Balle Balle Delhi Wale Soya Chaap Zone,Lucknow,Gomti Nagar,3.9,134.0,+91 8299415913,Street Food,250.0,"30 Ujala Market, Vivek Khand 2 Opposite Neelkant Sweets, Gomti Nagar, Lucknow",True,False,False,"Soya Chaap Biryani , Malai Chaap",80.9971851,26.858119899999995
79340,https://www.zomato.com/lucknow/mummylicious-rajajipuram,Mummylicious,Lucknow,Rajajipuram,3.0,0.0,+91 7080102021,"Rajasthani, Street Food",250.0,"D 91, D Block Market, Near PNB Bank, Rajajipuram, Lucknow",False,False,False,Not available,80.880101,26.836161999999998
79346,https://www.zomato.com/lucknow/atrium-hotel-levana-hazratganj,Atrium - Hotel Levana,Lucknow,Hazratganj,3.8,127.0,0522 4101111 +91 7607102402,"Cafe, Continental",1500.0,"Hotel Levana, 72, Mahatma Gandhi Marg, Hazratganj, Lucknow",True,False,False,"Kadhai Paneer , Kurkuri Bhindi , Coffee , Biryani , Noodle",80.94449590890001,26.847123526599997
79354,https://www.zomato.com/lucknow/chalo-chai-piye-mahanagar,Chalo Chai Piye,Lucknow,Mahanagar,3.0,0.0,+91 9305495257,"Fast Food, Tea",100.0,"195, Near Railway Crossing, Neelmatha, Vijay Nagar, Sector B, Mahanagar, Lucknow",False,False,False,Not available,0.0,0.0
79361,https://www.zomato.com/lucknow/ajay-khaste-1-husain-ganj,Ajay Khaste,Lucknow,Husain Ganj,3.9,130.0,+91 8317044958,Street Food,100.0,"Shop No. 4 Near Hotel Raj, Husain Ganj, Lucknow",True,False,False,Not available,80.93628100000001,26.839962
79369,https://www.zomato.com/lucknow/imran-non-veg-point-fast-food-chowk,Imran Non -Veg Point & Fast Food,Lucknow,Chowk,3.0,0.0,+91 9651736037,"Fast Food, Mughlai",250.0,"Shop.31, Naya Bazaar, Chowk, Lucknow",False,False,False,Not available,80.9115573764,26.8656829369
79376,https://www.zomato.com/lucknow/king-of-chat-hazratganj,King of Chat,Lucknow,Hazratganj,3.8,135.0,+91 9415016362,Street Food,100.0,"Near KD Singh Stadium, Mahatma Gandhi Marg, Hazratganj, Lucknow",True,False,False,"Chaat , Aloo Tikki , Panipuri , Gol Gappe , Dahi Vada",80.9355544299,26.855740175999998
79385,https://www.zomato.com/lucknow/hot-n-chill-ice-cream-parlour-gomti-nagar,Hot N Chill Ice Cream Parlour,Lucknow,Gomti Nagar,3.0,0.0,Not Available,Desserts,200.0,"Riverside Mall, Vipin Khand, Gomti Nagar, Lucknow",False,False,False,Not available,80.9730621055,26.853085494699997
79392,https://www.zomato.com/lucknow/central-the-lounge-cafe-husain-ganj,Central - The Lounge Cafe,Lucknow,Husain Ganj,3.6,84.0,0522 4244200,"Cafe, Continental, Mughlai, North Indian",1200.0,"15 Shivaji Marg,Near Bhanumati Chauraha, Husain Ganj, Lucknow",True,False,False,Pizza,80.9311331436,26.8416297187
79400,https://www.zomato.com/lucknow/jai-mata-rani-bhojanalaya-indira-nagar,Jai Mata Rani Bhojanalaya,Lucknow,Indira Nagar,3.0,0.0,+91 8303061021 +91 8090591802,North Indian,200.0,"Opposite Sahara Estate, Sanjay Gandhi Puram, Indira Nagar, Lucknow",False,False,False,Not available,80.9735365212,26.8703423519
79409,https://www.zomato.com/lucknow/yellow-bakery-gomti-nagar,Yellow Bakery,Lucknow,Gomti Nagar,3.8,116.0,+91 9415265616 +91 9452203232,"Bakery, Momos",200.0,"B 103, Sahara Plaza, Patrakar Puram, Gomti Nagar, Lucknow",True,False,False,"Chicken Momo , Paneer Momos",80.998916924,26.8530113123
79416,https://www.zomato.com/lucknow/chinese-king-aliganj,Chinese King,Lucknow,Aliganj,3.0,0.0,+91 8576045872,Chinese,200.0,"9/1, Sahara States, Janki Vihar Colony, Jankipuram, Lucknow",False,False,True,Not available,80.95310311760001,26.92162599
79423,https://www.zomato.com/lucknow/hudson-caf̩-gomti-nagar,Hudson Caf̩,Lucknow,Gomti Nagar,3.7,76.0,+91 9559188885,"Cafe, Chinese",450.0,"Ground Floor, One Awadh Centre Mall, Gomti Nagar, Lucknow",False,False,False,"Cappuccino , Sandwich , Latte , Irish Coffee",81.01053725930001,26.862595994899998
79432,https://www.zomato.com/lucknow/balaji-sweets-nishatganj,Balaji Sweets,Lucknow,Nishatganj,3.0,0.0,+91 9580749650 +91 9795353248,"Desserts, Street Food",150.0,"Paper Mill Tiraaha, Nishatganj, Lucknow",False,False,False,Not available,80.9559003264,26.8656793478
79441,https://www.zomato.com/lucknow/ambey-bhojanalaya-2-gomti-nagar,Ambey Bhojanalaya,Lucknow,Gomti Nagar,3.5,98.0,+91 8791883789,"Indian, Chinese, North Indian",200.0,"Vibhuti Khand Police Station, Lucknow",True,False,False,Not available,81.02368564609999,26.8607266715
79447,https://www.zomato.com/lucknow/dezzertz-aliganj,Dezzertz,Lucknow,Aliganj,3.0,0.0,0522 2325544,Desserts,250.0,"C4 Sector F, Kapurthala, Aliganj, Lucknow",False,False,False,Not available,80.9471498,26.882637699999997
79460,https://www.zomato.com/lucknow/crazzzy-chicken-aliganj,Crazzzy Chicken,Lucknow,Aliganj,3.9,115.0,+91 7705959440 +91 7860155387,Fast Food,300.0,"113, Adarsh Complex, Engineering College Chauraha, Lucknow, Aliganj, Lucknow",True,False,False,Not available,80.94515372069999,26.9111891731
79462,https://www.zomato.com/lucknow/gupta-sweets-aminabad,Gupta Sweets,Lucknow,Aminabad,3.0,0.0,+91 9838117809,Desserts,150.0,"58, Near Gauri Shankar Bhavan, GB Marg, Aminabad, Lucknow",False,False,False,Not available,80.9278665483,26.843761162399996
79478,https://www.zomato.com/lucknow/food-express-aliganj,Food Express,Lucknow,Aliganj,3.0,0.0,+91 8874546387,"North Indian, Fast Food",450.0,"Ram Ram Churaha, Sector-A, Sector B, Aliganj, Lucknow",False,False,False,Not available,80.9561021626,26.9074158249
79479,https://www.zomato.com/lucknow/cafe-wrappers-gomti-nagar,Cafe Wrappers,Lucknow,Gomti Nagar,3.5,75.0,0522 4954031,Fast Food,350.0,"4/295, Vivek Khand, Gomti Nagar, Lucknow",False,False,False,"Cheese Balls , Cheese Pasta",0.0,0.0
79493,https://www.zomato.com/lucknow/raj-restaurant-gomti-nagar,Raj Restaurant,Lucknow,Gomti Nagar,3.0,0.0,+91 9839058472,Fast Food,200.0,"Opposite Amity University, Gomti Nagar, Lucknow",False,False,False,Not available,81.0199613,26.862338
79495,https://www.zomato.com/lucknow/khushi-fast-food-center-husain-ganj,Khushi Fast Food Center,Lucknow,Husain Ganj,4.0,130.0,+91 9935630304,Street Food,150.0,"Gate 2, Cantt Road, Barafkhana, Murli Nagar, Udaiganj, Husain Ganj, Lucknow",True,False,False,Not available,80.9381206334,26.8385795157
79509,https://www.zomato.com/lucknow/hungry-desi-taste-gomti-nagar,Hungry Desi Taste,Lucknow,Gomti Nagar,3.0,0.0,+91 9648046761,North Indian,350.0,"Vibhuti Khand, Gomti Nagar, Lucknow",False,False,False,Not available,81.0073777,26.8616973
79511,https://www.zomato.com/lucknow/village-treat-indira-nagar,Village Treat,Lucknow,Indira Nagar,3.6,110.0,+91 8953164005 +91 9956956260,North Indian,600.0,"56, Faizabad Road, Ismailganj, Indira Nagar, Lucknow",True,False,False,Not available,81.0045914724,26.8734383536
79526,https://www.zomato.com/lucknow/daal-chawal-gomti-nagar,Daal Chawal,Lucknow,Gomti Nagar,3.7,124.0,0522 4247320 +91 9839715565,North Indian,200.0,"s-67, kisaan bazaar ,Opp. One Awadh Mall , Vibhuti khand , Lucknow",True,False,False,Not available,81.0097657889,26.861716046999998
79527,https://www.zomato.com/lucknow/ambika-restaurant-1-lalbagh,Ambika Restaurant,Lucknow,Lalbagh,3.0,0.0,+91 9532946982,North Indian,100.0,"42, Tirlok Nath Road, Lalbagh, Lucknow",False,False,False,Not available,80.94150893390001,26.8459718384
79537,https://www.zomato.com/lucknow/rohini-food-point-gomti-nagar,Rohini Food Point,Lucknow,Gomti Nagar,3.0,0.0,+91 9935090566,"Fast Food, Rolls",250.0,"Main Road Tiwariganj, Faizabad Road, Gomti Nagar, Lucknow",False,False,False,Not available,81.0728788376,26.8933201883
79548,https://www.zomato.com/lucknow/foodistan-aashiana,Foodistan,Lucknow,Aashiana,3.5,145.0,+91 9519442282,"Fast Food, Chinese",300.0,"L-2/13, Sector F, L.D.A Colony, Kanpur Road, Aashiana, Lucknow",False,False,False,Not available,80.9028536081,26.7794813357
79552,https://www.zomato.com/lucknow/bumbaiya-tadka-husain-ganj,Bumbaiya Tadka,Lucknow,Husain Ganj,3.0,0.0,Not Available,Street Food,400.0,"Behind Hotel Jwala, Cantonment Road, Husain Ganj Chowk",False,False,False,Not available,0.0,0.0
79564,https://www.zomato.com/lucknow/blue-moon-aashiana,Blue Moon,Lucknow,Aashiana,3.3,158.0,0522 4241364,"North Indian, Chinese, BBQ",550.0,"A1, Ambika Vihar, Sector J, Aashiana, Lucknow",False,False,False,Not available,80.9211543202,26.795879720300004
79569,https://www.zomato.com/lucknow/big-foodee-mahanagar,Big Foodee,Lucknow,Mahanagar,3.0,0.0,+91 9918898898 +91 9984221221,"Chinese, North Indian",250.0,"2, 3 New Gole Market, Mahanagar, Lucknow",False,False,False,Not available,80.9571066499,26.874075069099998
79581,https://www.zomato.com/lucknow/oudhi-2-indira-nagar,Oudhi,Lucknow,Indira Nagar,3.7,104.0,0522 4319431 +91 7518133300,"North Indian, Mughlai",800.0,"15/18, Sector 15, Near HDFC Bank, Munshipuliya, Indira Nagar, Lucknow",True,False,False,"Biryani , Murgh Karachi",80.9939444438,26.8851555575
79584,https://www.zomato.com/lucknow/shri-kullhad-wala-indira-nagar,Shri Kullhad Wala,Lucknow,Indira Nagar,3.0,0.0,+91 8090176276 +91 7905186242,"Chinese, South Indian",500.0,"Shop 19, Sugamau Road, Indira Nagar, Lucknow",False,False,False,Not available,80.99967290000001,26.902557399999996
79598,https://www.zomato.com/lucknow/wamesh-cafe-kaiserbagh,Wamesh Cafe,Lucknow,Kaiserbagh,3.9,111.0,+91 9648937457,"Chinese, Fast Food",200.0,"Shop 8 & 9, Upper Ground Floor, Galaxy Apartments, Maulviganj, Wazirganj, Kaiserbagh, Lucknow",True,False,False,Not available,80.9250505641,26.8537609114
79600,https://www.zomato.com/lucknow/la-naturelle-gomti-nagar,La Naturelle,Lucknow,Gomti Nagar,3.0,0.0,Not Available,"Desserts, Fast Food",300.0,"Food Court, Singapore Mall, Virat Khand 4, Gomti Nagar, Lucknow",True,False,False,Not available,81.02218206970001,26.8545837896
79609,https://www.zomato.com/lucknow/grand-patio-hotel-savvy-grand-gomti-nagar,Grand Patio - Hotel Savvy Grand,Lucknow,Gomti Nagar,3.6,114.0,+91 7052162052 0522 4255666,"North Indian, Continental, Chinese",1000.0,"Hotel Savvy Grand, 11/A Vibhuti Khand, Gomti Nagar, Lucknow",True,False,False,Not available,80.9963741899,26.8657194258
79616,https://www.zomato.com/lucknow/rajkumar-sweets-aminabad,Rajkumar Sweets,Lucknow,Aminabad,3.0,0.0,+91 9415515836,"Desserts, Street Food",350.0,"Opposite Royal Shopping Centre, Naaz Cinema Road, Aminabad, Lucknow",False,False,False,Not available,80.9275882691,26.849124744
